post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47660954,German police name alleged leaders of GandCrab and REvil ransomware groups,worldnews,323,160,Bender,2026-04-10 20:26:01,0.49382716049382713,True
47662945,Show HN: GovAuctions lets you browse government auctions at once,worldnews,318,90,player_piano,2026-04-10 20:26:32,0.28213166144200624,True
47656682,Winners of the 2026 Kokuyo Design Awards,worldnews,57,18,zdw,2026-04-10 20:27:29,0.3103448275862069,False
47710608,FCC considers retroactive ban on foreign hardware,worldnews,6,4,topspin,2026-04-10 20:27:36,0.5714285714285714,False
47709123,How Iran's Information War Machine Operates Online,worldnews,6,0,mikhael,2026-04-10 20:27:38,0.0,False
47677952,The Blueprint of a North Korean Attack on Open-Source,worldnews,32,12,brene,2026-04-10 20:27:45,0.36363636363636365,False
47683613,ICE acknowledges it is using powerful spyware,worldnews,68,8,dnemmers,2026-04-10 20:28:06,0.11594202898550725,False
47712641,White House Warns Staff Not to Place Bets on Prediction Markets Amid Iran War,worldnews,11,3,bookofjoe,2026-04-10 20:28:20,0.25,False
47690049,Amazon rewards loyal Kindle devotees by closing the book on old e-readers,worldnews,39,23,beardyw,2026-04-10 20:28:29,0.575,False
47710595,The Iran war depleted US weapons. Rebuilding will require China's cooperation,worldnews,11,0,n1b0m,2026-04-10 20:28:51,0.0,False
47704060,Not just spyware scandals: EU is funding the industry that spies on Europeans,worldnews,8,0,latexr,2026-04-10 20:29:06,0.0,False
47692291,"Digital Hopes, Real Power: How the Arab Spring Fueled a Global Surveillance Boom",worldnews,12,0,hn_acker,2026-04-10 20:29:44,0.0,False
47717514,"Inflation Rose to 3.3% in March, Driven by Rising Fuel Costs",sports,5,0,JumpCrisscross,2026-04-10 20:31:01,0.0,False
47663743,"Show HN: Moon simulator game, ray-casting",sports,107,24,JKCalhoun,2026-04-10 20:31:14,0.2222222222222222,False
47689165,"Show HN: I pipe free sports streams into Jellyfin – no ads, just HLS",sports,114,36,pruz,2026-04-10 20:32:15,0.3130434782608696,False
47672778,Breaking the console: a brief history of video game security,sports,96,26,sprado,2026-04-10 20:33:17,0.26804123711340205,False
47664186,"Battle for Wesnoth: open-source, turn-based strategy game",sports,540,163,akyuu,2026-04-10 20:33:46,0.30129390018484287,True
47656501,The 1987 game “The Last Ninja” was 40 kilobytes,sports,307,192,keepamovin,2026-04-10 20:33:52,0.6233766233766234,True
47654629,The Harvard Library Passport,sports,40,15,fi-le,2026-04-10 20:34:04,0.36585365853658536,False
47710319,BYD teams up with KFC to offer 9 minute EV charging,sports,10,1,breve,2026-04-10 20:34:31,0.09090909090909091,False
47709535,Lethal conflict after group fission in wild chimpanzees,sports,8,1,impish9208,2026-04-10 20:34:39,0.1111111111111111,False
47685704,How the Vision Pro Rollout Inflamed Tensions at Apple,sports,16,4,f_allwein,2026-04-10 20:37:07,0.23529411764705882,False
47708818,Native Instant Space Switching on macOS,science,579,282,PaulHoule,2026-04-10 20:37:46,0.4862068965517241,True
47651764,How Close Is Too Close? Applying Fluid Dynamics Research Methods to PC Cooling,science,29,7,LabsLucas,2026-04-10 20:39:18,0.23333333333333334,False
47650502,Computational Physics (2nd Edition) (2025),science,184,23,teleforce,2026-04-10 20:43:07,0.12432432432432433,True
47665207,SOM: A minimal Smalltalk for teaching of and research on Virtual Machines,science,56,0,tosh,2026-04-10 20:43:47,0.0,False
47656303,Case study: recovery of a corrupted 12 TB multi-device pool,science,116,64,salt4034,2026-04-10 20:43:58,0.5470085470085471,False
47715339,Show HN: Keeper – embedded secret store for Go (help me break it),entertainment,50,26,babawere,2026-04-10 20:46:59,0.5098039215686274,False
47705413,Show HN: I built a Cargo-like build tool for C/C++,entertainment,159,143,randerson_112,2026-04-10 20:47:19,0.89375,False
47702647,"Launch HN: Relvy (YC F24) – On-call runbooks, automated",entertainment,46,23,behat,2026-04-10 20:47:29,0.48936170212765956,False
47710835,"Show HN: Rust based eBook library for Python, with MIT license",entertainment,29,3,larry-the-agent,2026-04-10 20:47:38,0.1,False
47676561,Teardown of unreleased LG Rollable shows why rollable phones aren't a thing,entertainment,120,56,DamnInteresting,2026-04-10 20:48:09,0.4628099173553719,False
47704259,"Show HN: Guruka.com – free guided mediations. No signup, private, works offline",entertainment,29,10,eummm,2026-04-10 20:48:12,0.3333333333333333,False
47702791,Show HN: 41 years sea surface temperature anomalies,entertainment,144,68,willmeyers,2026-04-10 20:48:41,0.4689655172413793,False
47694036,Show HN: Orange Juice – Small UX improvements that make HN easier to read,entertainment,139,157,latchkey,2026-04-10 20:48:43,1.1214285714285714,False
47696562,Show HN: Is Hormuz open yet?,entertainment,466,204,anonfunction,2026-04-10 20:48:52,0.43683083511777304,True
47705802,Show HN: Mdpdf a 2k line C CLI to convert Markdown to tiny PDFs,entertainment,9,4,bastscho,2026-04-10 20:48:54,0.4,False
47666398,Show HN: A (marginally) useful x86-64 ELF executable in 301 bytes,entertainment,63,19,meribold,2026-04-10 20:48:55,0.296875,False
47673360,Show HN: Brutalist Concrete Laptop Stand (2024),entertainment,782,235,sam-bee,2026-04-10 20:49:01,0.3001277139208174,True
47657204,Show HN: We built a camera only robot vacuum for less than $300 (well almost),entertainment,107,55,indraneelpatil,2026-04-10 20:49:03,0.5092592592592593,False
47690797,Show HN: Go-Bt: Minimalist Behavior Trees for Go,entertainment,61,12,rvitorper,2026-04-10 20:49:05,0.1935483870967742,False
47710713,"Show HN: Linear RNN/Reservoir hybrid generative model, one C file (no deps.)",entertainment,7,2,adinhitlore,2026-04-10 20:49:09,0.25,False
47715460,Show HN: Hindsight Simulator – Go back in time and get rich,entertainment,10,3,pattle,2026-04-10 20:49:14,0.2727272727272727,False
47661038,Show HN: I built a navigation app that displays weather along the route,entertainment,55,25,vkatluri,2026-04-10 20:49:17,0.44642857142857145,False
47681112,Show HN: An interactive map of Tolkien's Middle-earth,entertainment,288,69,frasermarlow,2026-04-10 20:49:43,0.23875432525951557,True
47680309,Show HN: Gemma 4 Multimodal Fine-Tuner for Apple Silicon,entertainment,230,28,MediaSquirrel,2026-04-10 20:49:55,0.12121212121212122,True
47704260,Show HN: Zoneless – Open-source Stripe Connect clone with $0.002 fees using USDC,entertainment,14,6,tinyprojects,2026-04-10 20:49:59,0.4,False
47666024,Show HN: Ghost Pepper – Local hold-to-talk speech-to-text for macOS,entertainment,466,199,MattHart88,2026-04-10 20:50:02,0.4261241970021413,True
47674027,Show HN: A cartographer's attempt to realistically map Tolkien's world,entertainment,162,31,intofarlands,2026-04-10 20:50:05,0.1901840490797546,False
47705780,Show HN: BrokenClaw Part 5: GPT-5.4 Edition (Prompt Injection),entertainment,9,2,veganmosfet,2026-04-10 20:50:18,0.2,False
47673880,Show HN: Pion/handoff – Move WebRTC out of browser and into Go,entertainment,100,17,Sean-Der,2026-04-10 20:50:38,0.16831683168316833,False
